edwin_code	lat_usgs	lon_usgs	usgs_drain_area_km2
108	37.6264044500000000	-101.7615609000000000	2162.6400718500000000
109	37.5083837400000000	-95.8335924000000000	2141.9201669700000000
110	37.1289122500000000	-97.6019945000000000	2056.4505593400000000
111	38.0286223000000000	-97.5405970000000000	1965.8009754900000000
112	38.4286247500000000	-96.1583287000000000	1960.6209992700000000
113	38.2361285000000000	-96.8772436000000000	1952.8510349400000000
114	38.1122326000000000	-97.5919870000000000	1906.2312489600000000
115	38.1625166000000000	-99.6428988000000000	1903.6412608500000000
116	38.3083438000000000	-98.1920045000000000	1885.5113440800000000
117	37.8625129000000000	-98.0139449000000000	1846.6615224300000000
118	37.8716826000000000	-98.8762067000000000	1805.2217126700000000
119	39.1061185000000000	-99.8701212000000000	1802.6317245600000000
120	39.8100054800000000	-99.9220683000000000	1771.5518672400000000
121	37.0319726900000000	-99.4795615000000000	1701.6221882700000000
122	37.2795099000000000	-95.7816479000000000	1642.0524617400000000
123	38.4669569900000000	-96.2505533000000000	1610.9726044200000000
124	38.8408446500000000	-100.0587368000000000	1595.4326757600000000
125	37.5616830000000000	-97.8531094000000000	1546.2229016700000000
126	39.7697270000000000	-100.1006875000000000	1528.0929849000000000
127	38.8522340000000000	-99.3181589000000000	1421.9034723900000000
128	38.4439057000000000	-95.0841360000000000	1328.6639004300000000
129	39.6769484800000000	-100.7220930000000000	1155.1346970600000000
130	37.0039388600000000	-96.3166638000000000	1152.5447089500000000
131	39.5213873000000000	-95.5327560000000000	1116.2848754100000000
132	37.7961278500000000	-97.0144806000000000	1103.3349348600000000
133	38.9113923000000000	-95.2610840000000000	1100.7449467500000000
134	39.6819434900000000	-96.4427888000000000	1061.8951251000000000
135	39.1391687600000000	-97.8369849000000000	1051.5351726600000000
136	39.1163912000000000	-95.0108006000000000	1051.5351726600000000
137	38.1183507800000000	-99.7165124000000000	1048.9451845500000000
138	37.0484444400000000	-96.8913056000000000	1004.9153866800000000
139	37.8489290000000000	-94.7027392000000000	1004.9153866800000000
140	39.5927861000000000	-97.7814778000000000	984.1954818000000000
141	38.5161111000000000	-95.6961111000000000	909.0858266100000000
142	37.8169623000000000	-96.8394738000000000	906.4958385000000000
143	39.8841786600000000	-98.0225448000000000	893.5458979500000000
144	39.8136147600000000	-97.0375267000000000	890.9559098400000000
145	38.3488888900000000	-95.2033333000000000	888.3659217300000000
146	39.5594542000000000	-99.2859298000000000	883.1859455100000000
147	38.9233333000000000	-99.6508333000000000	875.4159811800000000
148	38.3336310000000000	-95.2488634000000000	865.0560287400000000
149	37.8962695600000000	-98.1711070000000000	834.1315707066000000
150	38.6450089000000000	-95.5597037000000000	833.9761714200000000
151	39.0647210600000000	-96.1691605000000000	823.6162189800000000
152	38.0089242800000000	-94.7041264000000000	813.2562665400000000
153	38.0752777800000000	-99.9169444000000000	805.4863022100000000
154	39.0311090000000000	-97.0402922000000000	776.9964330000000000
155	37.8175411600000000	-94.7919095000000000	756.2765281200000000
156	37.9825281400000000	-96.0238817000000000	756.2765281200000000
157	39.0994439000000000	-95.7249828000000000	751.0965519000000000
158	39.9477773000000000	-96.1086149000000000	714.8367183600000000
159	38.6658408500000000	-96.4936140000000000	686.3468491500000000
160	38.8444476000000000	-97.6683699000000000	675.9868967100000000
161	38.9491666700000000	-96.8580556000000000	668.2169323800000000
162	39.3477738600000000	-96.2174979000000000	629.3671107300000000
163	38.0602777800000000	-100.0452778000000000	616.4171701800000000
164	39.8991800000000000	-98.2503276000000000	587.9273009700000000
165	37.2805555600000000	-94.6750000000000000	574.9773604200000000
166	38.0491666700000000	-100.0822222000000000	572.3873723100000000
167	37.3755972900000000	-96.1855480000000000	569.7973842000000000
168	39.3463877000000000	-95.1088565000000000	559.4374317600000000
169	39.0591916700000000	-98.8422917000000000	549.0774793200000000
170	37.1937958900000000	-95.1924979000000000	546.4874912100000000
171	37.1103153400000000	-96.4894550000000000	539.4945233130000000
172	38.3658473900000000	-97.0828018000000000	517.9976220000000000
173	37.2811711000000000	-95.0327428000000000	510.2276576700000000
174	37.8427925500000000	-98.1964530000000000	502.4576933400000000
175	38.2855712500000000	-96.5127844000000000	492.0977409000000000
176	39.4477753000000000	-95.1621910000000000	476.5578122400000000
177	38.5669552400000000	-95.9616570000000000	458.4278954700000000
178	39.4722206400000000	-96.8322357000000000	450.6579311400000000
179	37.9851277800000000	-97.4454556000000000	449.6219358960000000
180	38.8919444400000000	-95.5944444000000000	424.7580500400000000
181	37.2494670700000000	-97.4036569000000000	398.8581689400000000
182	39.2383302400000000	-95.8885992000000000	385.9082283900000000
183	38.6563999000000000	-94.8963521000000000	370.3682997300000000
184	37.7080873600000000	-96.2236107000000000	334.1084661900000000
185	39.2491628600000000	-96.3149982000000000	331.5184780800000000
186	38.6105555600000000	-96.3702778000000000	310.7985732000000000
187	37.1178313000000000	-96.1816580000000000	309.2445803340000000
188	38.6272638900000000	-97.4275583000000000	303.0286088700000000
189	37.6377960000000000	-98.7209237000000000	303.0286088700000000
190	37.6656833000000000	-97.4577028000000000	297.8486326500000000
191	38.7091737000000000	-95.8383205000000000	295.2586445400000000
192	38.6088988600000000	-95.6383168000000000	287.4886802100000000
193	38.1964061800000000	-96.8244648000000000	284.8986921000000000
194	38.4968277800000000	-97.2611667000000000	266.7687753300000000
195	38.6013990700000000	-95.6847068000000000	253.3008371580000000
196	37.6791666700000000	-97.4575000000000000	253.0418383470000000
197	38.8894166700000000	-94.5806667000000000	241.1278930410000000
198	39.1883888900000000	-96.6425556000000000	222.7389774600000000
199	37.7016799400000000	-97.4808797000000000	222.7389774600000000
200	37.8355956500000000	-94.9813610000000000	217.5590012400000000
201	39.6673407500000000	-95.6596831000000000	204.6090606900000000
202	38.7512916700000000	-96.6496611000000000	193.2131130060000000
203	38.8422222000000000	-94.6122222000000000	170.4212176380000000
204	38.9383333000000000	-94.6077778000000000	166.1995370187000000
205	37.8266666700000000	-96.8491667000000000	160.5792628200000000
206	39.4341666700000000	-95.9422222000000000	157.4712770880000000
207	39.0533334700000000	-95.6247021000000000	156.1762830330000000
208	38.9780555600000000	-94.9227778000000000	151.2553056240000000
209	39.0291666700000000	-94.8172222000000000	150.4783091910000000
210	38.9566666700000000	-94.9736111000000000	138.3053650740000000
211	37.9013932000000000	-98.0139696000000000	137.7614675709000000
212	39.4631449000000000	-95.9505944000000000	127.6864138230000000
213	37.8238371800000000	-98.1947032000000000	120.6934459260000000
214	38.8125082000000000	-94.6757906000000000	119.1394530600000000
215	37.2667325000000000	-95.4691440000000000	-9999.0000000000000000
216	38.9355555600000000	-94.6341667000000000	-9999.0000000000000000
217	39.0297227600000000	-95.6858150000000000	-9999.0000000000000000
218	38.7533416800000000	-94.9771880000000000	-9999.0000000000000000
219	38.9405621000000000	-94.6713469000000000	-9999.0000000000000000
220	38.9061111000000000	-94.6400000000000000	-9999.0000000000000000
221	38.8834981700000000	-94.8800860000000000	-9999.0000000000000000
222	39.5658287000000000	-95.9627710000000000	-9999.0000000000000000
223	37.6741666700000000	-97.4802778000000000	-9999.0000000000000000
224	38.6983429900000000	-95.0088557000000000	-9999.0000000000000000
225	38.9272222000000000	-94.6969444000000000	-9999.0000000000000000
226	38.9127777800000000	-94.7186111000000000	-9999.0000000000000000
227	39.0141675400000000	-95.7488725000000000	-9999.0000000000000000
228	38.8591666700000000	-94.8538889000000000	-9999.0000000000000000
229	37.8634363700000000	-97.0239462000000000	-9999.0000000000000000
230	39.0002788000000000	-95.7119270000000000	-9999.0000000000000000
231	38.7675084000000000	-94.8794073000000000	-9999.0000000000000000
232	39.1020750000000000	-96.5946889000000000	-9999.0000000000000000
233	39.0566668000000000	-95.7722064000000000	-9999.0000000000000000
234	39.3096111000000000	-96.7415556000000000	-9999.0000000000000000
235	37.9598611000000000	-101.1207222000000000	-9999.0000000000000000
236	38.0313916700000000	-101.9349250000000000	-9999.0000000000000000
237	38.0383459900000000	-102.0390714000000000	-9999.0000000000000000
238	37.8972385800000000	-101.4412815000000000	-9999.0000000000000000
239	37.8722397000000000	-101.3587818000000000	-9999.0000000000000000
240	37.9980788800000000	-101.0607228000000000	-9999.0000000000000000
