edwin_code	lat	lon
80	39.2383302400000000	-95.8885992000000000
81	39.0994439000000000	-95.7249828000000000
82	39.0141675400000000	-95.7488725000000000
83	39.0002788000000000	-95.7119270000000000
84	39.0297227600000000	-95.6858150000000000
85	39.0533334700000000	-95.6247021000000000
86	39.6673407500000000	-95.6596831000000000
87	39.5213873000000000	-95.5327560000000000
88	39.0750001700000000	-95.4038634000000000
89	39.0511115700000000	-95.3863633000000000
90	38.9732777800000000	-95.2321111000000000
91	38.8919444400000000	-95.5944444000000000
92	38.9113923000000000	-95.2610840000000000
93	39.4477753000000000	-95.1621910000000000
94	39.3463877000000000	-95.1088565000000000
95	39.1163912000000000	-95.0108006000000000
96	38.9833375000000000	-94.9646893000000000
97	38.9566666700000000	-94.9736111000000000
98	38.8591666700000000	-94.8538889000000000
99	38.8834981700000000	-94.8800860000000000
100	38.9780555600000000	-94.9227778000000000
101	39.0291666700000000	-94.8172222000000000
102	39.0461111000000000	-94.7894444000000000
103	38.8125082000000000	-94.6757906000000000
104	38.8422222000000000	-94.6122222000000000
105	38.8894166700000000	-94.5806667000000000
106	38.9405621000000000	-94.6713469000000000
107	38.9061111000000000	-94.6400000000000000
108	38.9383333000000000	-94.6077778000000000
109	38.5669552400000000	-95.9616570000000000
110	38.5161111000000000	-95.6961111000000000
111	38.6013990700000000	-95.6847068000000000
112	38.6088988600000000	-95.6383168000000000
113	38.7091737000000000	-95.8383205000000000
114	38.6450089000000000	-95.5597037000000000
115	38.5841777000000000	-95.4535902000000000
116	38.6180666900000000	-95.2683071000000000
117	38.3336310000000000	-95.2488634000000000
118	38.3488888900000000	-95.2033333000000000
119	38.4439057000000000	-95.0841360000000000
120	38.7533416800000000	-94.9771880000000000
121	38.6983429900000000	-95.0088557000000000
122	38.7675084000000000	-94.8794073000000000
123	38.6563999000000000	-94.8963521000000000
124	38.3452985800000000	-94.7724591000000000
125	38.2186367000000000	-94.6130113000000000
126	38.0089242800000000	-94.7041264000000000
127	37.8355956500000000	-94.9813610000000000
128	37.8175411600000000	-94.7919095000000000
129	37.8489290000000000	-94.7027392000000000
130	38.0383459900000000	-102.0390714000000000
131	38.0313916700000000	-101.9349250000000000
132	38.0275129000000000	-102.0115706000000000
133	37.9661241000000000	-101.7568387000000000
134	37.9300150000000000	-101.5493371000000000
135	37.8972385800000000	-101.4412815000000000
136	37.8722397000000000	-101.3587818000000000
137	37.9598611000000000	-101.1207222000000000
138	37.9697442000000000	-101.1287794000000000
139	37.9980788800000000	-101.0607228000000000
140	37.9558565000000000	-100.8773844000000000
141	37.9277943400000000	-99.3742817000000000
142	38.2066829000000000	-99.6434539000000000
143	38.0491666700000000	-100.0822222000000000
144	38.0602777800000000	-100.0452778000000000
145	38.0752777800000000	-99.9169444000000000
146	38.1183507800000000	-99.7165124000000000
147	38.1625166000000000	-99.6428988000000000
148	38.2075145000000000	-99.4062247000000000
149	38.2036248400000000	-99.0023198000000000
150	38.3530678700000000	-98.7642519000000000
151	38.4647368700000000	-99.6226162000000000
152	38.4772361400000000	-99.4381656000000000
153	38.4616794800000000	-99.0148170000000000
154	38.4477895700000000	-98.7570282000000000
155	38.4189008700000000	-98.7650845000000000
156	37.8716826000000000	-98.8762067000000000
157	38.0936248000000000	-98.5461894000000000
158	38.2293287000000000	-98.4179046000000000
159	38.1450113000000000	-98.1111690000000000
160	38.3083438000000000	-98.1920045000000000
161	37.9464002800000000	-97.7750488000000000
162	37.8425117900000000	-97.5192112000000000
163	37.7814010900000000	-97.3897665000000000
164	38.1122326000000000	-97.5919870000000000
165	38.0286223000000000	-97.5405970000000000
166	37.9851277800000000	-97.4454556000000000
167	37.8830673900000000	-97.4244864000000000
168	37.8322342500000000	-97.3889317000000000
169	37.8390647600000000	-97.4097179000000000
170	37.6433484900000000	-97.3353227000000000
171	37.7161242000000000	-97.4022677000000000
172	37.7016799400000000	-97.4808797000000000
173	37.6791666700000000	-97.4575000000000000
174	37.6741666700000000	-97.4802778000000000
175	37.6656833000000000	-97.4577028000000000
176	37.5441845700000000	-97.2755999000000000
177	37.4755027800000000	-97.2612722000000000
178	37.8962695600000000	-98.1711070000000000
179	37.8427925500000000	-98.1964530000000000
180	37.8238371800000000	-98.1947032000000000
181	37.9013932000000000	-98.0139696000000000
182	37.8625129000000000	-98.0139449000000000
183	37.7214009700000000	-97.7944956000000000
184	37.6377960000000000	-98.7209237000000000
185	37.5616830000000000	-97.8531094000000000
186	37.4569636000000000	-97.4239353000000000
187	37.2744055600000000	-97.1622639000000000
188	37.2494670700000000	-97.4036569000000000
189	37.0375083000000000	-97.0392194000000000
190	37.8266666700000000	-96.8491667000000000
191	37.8169623000000000	-96.8394738000000000
192	37.8634363700000000	-97.0239462000000000
193	37.7961278500000000	-97.0144806000000000
194	37.2239155700000000	-96.9961475000000000
195	37.0484444400000000	-96.8913056000000000
196	37.0389154700000000	-98.4709092000000000
197	37.1289122500000000	-97.6019945000000000
198	37.1219674600000000	-101.8979456000000000
199	37.6264044500000000	-101.7615609000000000
200	37.0111372000000000	-100.4918171000000000
201	37.0325280000000000	-100.2112531000000000
202	37.0266949900000000	-99.4795615000000000
203	37.0319726900000000	-99.4795615000000000
204	37.9825281400000000	-96.0238817000000000
205	37.5297764000000000	-95.6747030000000000
206	37.7080873600000000	-96.2236107000000000
207	37.5083837400000000	-95.8335924000000000
208	37.3755972900000000	-96.1855480000000000
209	37.2795099000000000	-95.7816479000000000
210	37.2236801400000000	-95.6777573000000000
211	37.2667325000000000	-95.4691440000000000
212	37.0053578000000000	-95.5927549000000000
213	37.1103153400000000	-96.4894550000000000
214	37.0039388600000000	-96.3166638000000000
215	37.1178313000000000	-96.1816580000000000
216	38.7512916700000000	-96.6496611000000000
217	38.6658408500000000	-96.4936140000000000
218	38.6105555600000000	-96.3702778000000000
219	38.4669569900000000	-96.2505533000000000
220	38.4286247500000000	-96.1583287000000000
221	38.4968277800000000	-97.2611667000000000
222	38.3658473900000000	-97.0828018000000000
223	38.2361285000000000	-96.8772436000000000
224	38.1964061800000000	-96.8244648000000000
225	38.3874085400000000	-96.5972666000000000
226	38.2855712500000000	-96.5127844000000000
227	38.3975139000000000	-96.3561120000000000
228	38.3851111000000000	-96.1814167000000000
229	38.3761263000000000	-96.0677706000000000
230	38.3680712000000000	-96.0002687000000000
231	38.1944667800000000	-95.7352640000000000
232	37.9222577800000000	-95.4277596000000000
233	37.3400586600000000	-95.1099687000000000
234	37.2811711000000000	-95.0327428000000000
235	37.1937958900000000	-95.1924979000000000
236	37.2805555600000000	-94.6750000000000000
237	37.0236757000000000	-94.7210595000000000
238	38.9127777800000000	-94.7186111000000000
239	38.9272222000000000	-94.6969444000000000
240	38.9355555600000000	-94.6341667000000000
